"","Year","Month","Class","Order","Family","Genus","Species","D1.","Res.","V2."
"49","2013","Feb","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","rivuli",0.0506297069805709,NA,NA
"50","2013","Feb","Bacteroidia","Sphingobacteriales","Sphingobacteriales_uncl","Sphingobacteriales_uncl","Sphingobacteriales_uncl",0.0221504968039997,NA,NA
"51","2013","Feb","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Chroococcidiopsis PCC-6712","Chroococcidiopsis PCC-6712_uncl",0.0443009936079995,NA,NA
"52","2013","Feb","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Pleurocapsa PCC-7319","Pleurocapsa PCC-7319_uncl",0.0727802037845706,NA,NA
"53","2013","Feb","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas","Aeromonas_uncl",0.167710904373141,NA,NA
"54","2013","Feb","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Rheinheimera","Rheinheimera_uncl",0.427188152648567,NA,0.147376358090277
"55","2013","Feb","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella","putrefaciens",0.0601227770394279,NA,NA
"56","2013","Feb","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Limnobacter","thiooxidans",0.259477248275426,NA,NA
"57","2013","Feb","Gammaproteobacteria","Burkholderiales","Chitinibacteraceae","Deefgea","chitinilytica",0.0474653502942852,NA,NA
"58","2013","Feb","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","Acidovorax_uncl",0.0221504968039997,NA,NA
"59","2013","Feb","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_uncl","Comamonadaceae_uncl",0.107588127333713,0.0880436696601514,0.0548377146382424
"60","2013","Feb","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans","Limnohabitans_uncl",0.13923169419657,0.198098256735341,NA
"61","2013","Feb","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Pelomonas","Pelomonas_uncl",0.0348079235491425,NA,NA
"62","2013","Feb","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhodoferax","Rhodoferax_uncl",0.392380229099424,1.03891530198979,NA
"63","2013","Feb","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylophilaceae_uncl","Methylophilaceae_uncl",0.00949307005885703,NA,NA
"64","2013","Feb","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Massilia_uncl",0.196190114549712,NA,NA
"65","2013","Feb","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum","Noviherbaspirillum_uncl",0.00316435668628568,NA,NA
"66","2013","Feb","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Cellvibrio","Cellvibrio_uncl",0.079108917157142,NA,0.21249614422319
"67","2013","Feb","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Cellvibrionaceae_uncl","Cellvibrionaceae_uncl",0.0917663439022847,NA,NA
"68","2013","Feb","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella","Escherichia-Shigella_uncl",2.07898234288969,NA,NA
"69","2013","Feb","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","Psychrobacter_uncl",0.088601987215999,NA,NA
"70","2013","Feb","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_uncl",0.0537940636668565,NA,NA
"71","2013","Feb","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","Panacagrimonas","Panacagrimonas_uncl",0.0569584203531422,NA,NA
"72","2013","Feb","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","Lysobacter_uncl",0.25631289158914,NA,NA
"73","2013","Feb","Gracilibacteria","Gracilibacteria_uncl","Gracilibacteria_uncl","Gracilibacteria_uncl","Gracilibacteria_uncl",0.0189861401177141,NA,NA
"74","2013","Feb","Kapabacteria","Kapabacteriales","Kapabacteriales_uncl","Kapabacteriales_uncl","Kapabacteriales_uncl",0.0316435668628568,NA,NA
"75","2013","Feb","Parcubacteria","Candidatus Nomurabacteria","Candidatus Nomurabacteria_uncl","Candidatus Nomurabacteria_uncl","Candidatus Nomurabacteria_uncl",0.0537940636668565,NA,0.0514103574733523
"76","2013","Feb","Verrucomicrobiae","Verrucomicrobiae_uncl","Verrucomicrobiae_uncl","Verrucomicrobiae_uncl","Verrucomicrobiae_uncl",0.322764382001139,0.220109174150379,NA
"77","2013","Feb","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter","Luteolibacter_uncl",0.496803999746851,NA,0.167940501079617
"78","2013","May","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29 marine group","CL500-29 marine group_uncl",0.62904717853839,NA,NA
"79","2013","May","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","Ilumatobacteraceae_uncl","Ilumatobacteraceae_uncl",0.0863398088189948,NA,NA
"80","2013","May","Actinobacteria","Micrococcales","Microbacteriaceae","Aurantimicrobium","Aurantimicrobium_uncl",0.0986740672217083,NA,NA
"81","2013","May","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_uncl","Anaerolineaceae_uncl",0.0370027752081406,NA,NA
"82","2013","May","Bacteria_uncl","Bacteria_uncl","Bacteria_uncl","Bacteria_uncl","Bacteria_uncl",0.080172679617638,NA,NA
"83","2013","May","Bacteroidia","Bacteroidales","Prolixibacteraceae","Prolixibacteraceae_uncl","Prolixibacteraceae_uncl",0.0308356460067838,NA,NA
"84","2013","May","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","Fluviicola_uncl",0.59204440333025,0.0285286356180016,NA
"85","2013","May","Bacteroidia","Flavobacteriales","Flavobacteriales_uncl","Flavobacteriales_uncl","Flavobacteriales_uncl",0.154178230033919,NA,NA
"86","2013","May","Bacteroidia","Flavobacteriales","NS9 marine group","NS9 marine group_uncl","NS9 marine group_uncl",0.579710144927536,NA,1.52133877812475
"87","2013","May","Bacteroidia","Sphingobacteriales","env.OPS 17","env.OPS 17_uncl","env.OPS 17_uncl",0.123342584027135,NA,NA
"88","2013","May","Bacteroidia","Sphingobacteriales","NS11-12 marine group","NS11-12 marine group_uncl","NS11-12 marine group_uncl",0.141843971631206,NA,NA
"89","2013","May","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter","Peredibacter_uncl",0.326857847671909,0.0285286356180016,0.124109216110177
"90","2013","May","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","OM27 clade_uncl",0.271353684859698,NA,NA
"91","2013","May","Clostridia","Clostridia_uncl","Clostridia_uncl","Clostridia_uncl","Clostridia_uncl",0.499537465309898,NA,NA
"92","2013","May","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1","Clostridium sensu stricto 1_uncl",0.259019426456984,NA,0.14012330851149
"93","2013","May","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae UCG-011","Defluviitaleaceae UCG-011_uncl",0.0555041628122109,NA,NA
"94","2013","May","Desulfuromonadia","Bradymonadales","Bradymonadales_uncl","Bradymonadales_uncl","Bradymonadales_uncl",0.0986740672217083,NA,NA
"95","2013","May","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichiaceae_uncl","Leptotrichiaceae_uncl",0.123342584027135,NA,NA
"96","2013","May","Gammaproteobacteria","Aeromonadales","Aeromonadales_uncl","Aeromonadales_uncl","Aeromonadales_uncl",0.770891150169596,NA,NA
"97","2013","May","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Rheinheimera","Rheinheimera_uncl",0.17267961763799,NA,0.200176155016414
"98","2013","May","Gammaproteobacteria","Burkholderiales","Aquaspirillaceae","Aquaspirillum","putridiconchylium",0.339192106074622,NA,NA
"99","2013","May","Gammaproteobacteria","Burkholderiales","Burkholderiales_uncl","Burkholderiales_uncl","Burkholderiales_uncl",0.0308356460067838,0.213964767135012,NA
"100","2013","May","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_uncl","Comamonadaceae_uncl",0.376194881282763,NA,0.336295940427576
"101","2013","May","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","Hydrogenophaga_uncl",0.123342584027135,NA,0.0120105693009849
"102","2013","May","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Paucibacter","Paucibacter_uncl",0.0616712920135677,NA,NA
"103","2013","May","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Dechlorobacter","Dechlorobacter_uncl",0.178846746839346,NA,NA
"104","2013","May","Gammaproteobacteria","Gammaproteobacteria_uncl","Gammaproteobacteria_uncl","Gammaproteobacteria_uncl","Gammaproteobacteria_uncl",0.0185013876040703,NA,NA
"105","2013","May","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_uncl",0.0986740672217083,0.634762142500535,NA
"106","2013","May","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","cholerae",1.01757631822387,NA,NA
"107","2013","May","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio_uncl",0.530373111316682,NA,NA
"108","2013","May","Kapabacteria","Kapabacteriales","Kapabacteriales_uncl","Kapabacteriales_uncl","Kapabacteriales_uncl",0.148011100832562,0.0713215890450039,NA
"109","2013","May","Leptospirae","Leptospirales","Leptospiraceae","Leptospira","Leptospira_uncl",0.0863398088189948,NA,NA
"110","2013","May","Spirochaetia","Spirochaetales","Spirochaetaceae","GWE2-31-10","GWE2-31-10_uncl",0.0925069380203515,NA,NA
"111","2013","May","Verrucomicrobiae","Opitutales","Opitutaceae","Lacunisphaera","Lacunisphaera_uncl",0.0246685168054271,NA,NA
"112","2013","May","Verrucomicrobiae","Verrucomicrobiae_uncl","Verrucomicrobiae_uncl","Verrucomicrobiae_uncl","Verrucomicrobiae_uncl",0.2281837804502,NA,NA
"113","2013","May","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Verrucomicrobiaceae_uncl","Verrucomicrobiaceae_uncl",0.943570767807586,NA,NA
"114","2013","Jun","Acidimicrobiia","Microtrichales","Microtrichales_uncl","Microtrichales_uncl","Microtrichales_uncl",0.465346534653465,NA,NA
"115","2013","Jun","Alphaproteobacteria","Holosporales","Holosporaceae","Holosporaceae_uncl","Holosporaceae_uncl",0.108910891089109,0.185079726651481,NA
"116","2013","Jun","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Gemmobacter","Gemmobacter_uncl",0.237623762376238,NA,NA
"117","2013","Jun","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudorhodobacter","Pseudorhodobacter_uncl",0.356435643564356,NA,NA
"118","2013","Jun","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Haematospirillum","Haematospirillum_uncl",0.495049504950495,NA,NA
"119","2013","Jun","Bacteroidia","Chitinophagales","Saprospiraceae","Lewinella","Lewinella_uncl",0.514851485148515,NA,NA
"120","2013","Jun","Bacteroidia","Cytophagales","Cyclobacteriaceae","Algoriphagus","Algoriphagus_uncl",0.326732673267327,0.0996583143507973,0.656455142231947
"121","2013","Jun","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","Fluviicola_uncl",0.0693069306930693,0.0355922551252847,0.0765864332603939
"122","2013","Jun","Bacteroidia","Flavobacteriales","Cryomorphaceae","Cryomorphaceae_uncl","Cryomorphaceae_uncl",0.0396039603960396,NA,NA
"123","2013","Jun","Bacteroidia","Flavobacteriales","NS9 marine group","NS9 marine group_uncl","NS9 marine group_uncl",0.128712871287129,NA,0.536105032822757
"124","2013","Jun","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","OM27 clade_uncl",0.0792079207920792,NA,NA
"125","2013","Jun","Cyanobacteriia","Leptolyngbyales","Leptolyngbyaceae","Leptolyngbyaceae_uncl","Leptolyngbyaceae_uncl",0.0594059405940594,NA,NA
"126","2013","Jun","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","Acidibacter_uncl",0.465346534653465,NA,0.361050328227571
"127","2013","Jun","Gammaproteobacteria","Gammaproteobacteria_uncl","Gammaproteobacteria_uncl","Gammaproteobacteria_uncl","Gammaproteobacteria_uncl",0.217821782178218,NA,0.0382932166301969
"128","2013","Jun","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","cholerae",0.900990099009901,NA,NA
"129","2013","Jun","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio_uncl",1.30693069306931,NA,NA
"130","2013","Jun","Oligoflexia","Oligoflexales","Oligoflexales_uncl","Oligoflexales_uncl","Oligoflexales_uncl",0.118811881188119,NA,0.0984682713347921
"131","2013","Jun","Parcubacteria","Candidatus Kaiserbacteria","Candidatus Kaiserbacteria_uncl","Candidatus Kaiserbacteria_uncl","Candidatus Kaiserbacteria_uncl",0.118811881188119,NA,NA
"132","2013","Jun","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Verrucomicrobiaceae_uncl","Verrucomicrobiaceae_uncl",0.0693069306930693,NA,0.24617067833698
"133","2013","Jul","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29 marine group","CL500-29 marine group_uncl",0.709355828220859,NA,0.271652848826954
"134","2013","Jul","Acidobacteriae","Paludibaculum","Paludibaculum_uncl","Paludibaculum_uncl","Paludibaculum_uncl",0.129409509202454,NA,NA
"135","2013","Jul","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium_uncl",0.067101226993865,NA,NA
"136","2013","Jul","Actinobacteria","Frankiales","Sporichthyaceae","hgcI clade","hgcI clade_uncl",0.0910659509202454,NA,NA
"137","2013","Jul","Actinobacteria","PeM15","PeM15_uncl","PeM15_uncl","PeM15_uncl",0.0910659509202454,0.0874334313647564,NA
"138","2013","Jul","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Gemmobacter","Gemmobacter_uncl",0.373849693251534,0.254351800333837,NA
"139","2013","Jul","Bacteroidia","Bacteroidales","Bacteroidetes BD2-2","Bacteroidetes BD2-2_uncl","Bacteroidetes BD2-2_uncl",0.0191717791411043,NA,NA
"140","2013","Jul","Bacteroidia","Chitinophagales","Chitinophagaceae","Lacibacter","Lacibacter_uncl",0.0910659509202454,NA,NA
"141","2013","Jul","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","Fluviicola_uncl",0.321127300613497,0.425244416183133,NA
"142","2013","Jul","Bacteroidia","Flavobacteriales","NS9 marine group","NS9 marine group_uncl","NS9 marine group_uncl",0.0910659509202454,NA,NA
"143","2013","Jul","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","OM27 clade_uncl",0.067101226993865,NA,0.165814076556712
"144","2013","Jul","Chloroflexia","Chloroflexales","Roseiflexaceae","Roseiflexaceae_uncl","Roseiflexaceae_uncl",0.306748466257669,NA,0.165814076556712
"145","2013","Jul","Cyanobacteriia","Cyanobacteriales","Microcystaceae","Microcystaceae_uncl","Microcystaceae_uncl",0.0862730061349693,NA,NA
"146","2013","Jul","Cyanobacteriia","Cyanobacteriales","Microcystaceae","Microcystis PCC-7914","Microcystis PCC-7914_uncl",0.872315950920245,NA,NA
"147","2013","Jul","Cyanobacteriia","Cyanobacteriia_uncl","Cyanobacteriia_uncl","Cyanobacteriia_uncl","Cyanobacteriia_uncl",0.862730061349693,NA,NA
"148","2013","Jul","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Sva0081 sediment group","Sva0081 sediment group_uncl",0.067101226993865,NA,NA
"149","2013","Jul","Desulfuromonadia","Geobacterales","Geobacteraceae","Geobacteraceae_uncl","Geobacteraceae_uncl",0.0383435582822086,NA,NA
"150","2013","Jul","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Lautropia","Lautropia_uncl",0.0910659509202454,NA,NA
"151","2013","Jul","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Limnobacter","Limnobacter_uncl",0.11023773006135,NA,NA
"152","2013","Jul","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_uncl","Comamonadaceae_uncl",0.340299079754601,0.0079484937604324,NA
"153","2013","Jul","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Zhizhongheella","Zhizhongheella_uncl",0.0527223926380368,NA,NA
"154","2013","Jul","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalobacteraceae_uncl","Oxalobacteraceae_uncl",0.0431365030674847,0.0437167156823782,NA
"155","2013","Jul","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60(NOR5) clade","OM60(NOR5) clade_uncl",0.0862730061349693,NA,NA
"156","2013","Jul","Gammaproteobacteria","Cellvibrionales","Spongiibacteraceae","BD1-7 clade","BD1-7 clade_uncl",0.129409509202454,NA,NA
"157","2013","Jul","Gammaproteobacteria","Gammaproteobacteria_uncl","Gammaproteobacteria_uncl","Gammaproteobacteria_uncl","Gammaproteobacteria_uncl",0.0383435582822086,NA,0.0388075498324219
"158","2013","Jul","Gammaproteobacteria","KI89A clade","KI89A clade_uncl","KI89A clade_uncl","KI89A clade_uncl",0.325920245398773,NA,NA
"159","2013","Jul","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Methylomicrobium","Methylomicrobium_uncl",0.129409509202454,NA,NA
"160","2013","Jul","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Methylosarcina","Methylosarcina_uncl",0.0527223926380368,NA,NA
"161","2013","Jul","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonadaceae_uncl","Gemmatimonadaceae_uncl",0.0718941717791411,NA,NA
"162","2013","Jul","Margulisbacteria_uncl","Margulisbacteria_uncl","Margulisbacteria_uncl","Margulisbacteria_uncl","Margulisbacteria_uncl",0.263611963190184,NA,NA
"163","2013","Jul","SAR324 clade(Marine group B)_uncl","SAR324 clade(Marine group B)_uncl","SAR324 clade(Marine group B)_uncl","SAR324 clade(Marine group B)_uncl","SAR324 clade(Marine group B)_uncl",0.297162576687117,0.0715364438438916,0.324572234962074
"164","2013","Jul","Vampirivibrionia","Vampirovibrionales","Vampirovibrionales_uncl","Vampirovibrionales_uncl","Vampirovibrionales_uncl",0.0431365030674847,NA,0.0529193861351208
"165","2013","Oct","Actinobacteria","Micrococcales","Microbacteriaceae","ML602J-51","ML602J-51_uncl",0.152465841787369,NA,NA
"166","2013","Oct","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas","Roseomonas_uncl",0.20524247932915,NA,NA
"167","2013","Oct","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Marivita","Marivita_uncl",1.82372603061045,NA,NA
"168","2013","Oct","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","Rhodobacter_uncl",1.50120213452178,NA,NA
"169","2013","Oct","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_uncl","Rhodobacteraceae_uncl",0.80924177564065,NA,NA
"170","2013","Oct","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobaculum","Rhodobaculum_uncl",3.4304814402158,NA,NA
"171","2013","Oct","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseicyclus","Roseicyclus_uncl",2.8733947106081,NA,NA
"172","2013","Oct","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tabrizicola","Tabrizicola_uncl",0.967571688265994,NA,NA
"173","2013","Oct","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Polymorphobacter","Polymorphobacter_uncl",0.85029027150648,NA,NA
"174","2013","Oct","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Porphyrobacter","HT-58-2",4.81440215797807,NA,NA
"175","2013","Oct","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Porphyrobacter","Porphyrobacter_uncl",1.16108602591919,1.06723585912487,NA
"176","2013","Oct","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sandarakinorhabdus","Sandarakinorhabdus_uncl",0.433941242010203,NA,NA
"177","2013","Oct","Babeliae","Babeliales","Babeliales_uncl","Babeliales_uncl","Babeliales_uncl",0.0410484958658301,NA,NA
